customer_id,customer_name,customer_segment,country,region
C01052,Jamal Sharma,Corporate,Germany,Europe
C01053,Lucas Laurent,Consumer,Colombia,South America
C01054,Xiao Romano,Corporate,Mexico,North America
C01055,Amina Thomas,Consumer,Mexico,North America
C01056,Olga Li,Corporate,South Korea,Asia Pacific
C01057,Kenji Wang,Consumer,Spain,Europe
C01058,Jamal Nilsson,Consumer,Argentina,South America
C01059,Sophie Williams,Corporate,South Korea,Asia Pacific
C01060,Ahmed Anderson,Home Office,China,Asia Pacific
C01061,Felix Schmidt,Corporate,Canada,North America
C01062,Hans Anderson,Consumer,Japan,Asia Pacific
C01063,Ingrid Martin,Corporate,United Kingdom,Europe
C01064,Yuki Kim,Corporate,United States,North America
C01065,Diego Thomas,Consumer,United States,North America
C01066,Karen Rossi,Consumer,South Korea,Asia Pacific
C01067,Amina Wang,Consumer,United States,North America
C01068,Richard Costa,Consumer,Mexico,North America
C01069,Oscar Johansson,Consumer,China,Asia Pacific
C01070,Ingrid Laurent,Consumer,Canada,North America
C01071,Hans Park,Corporate,Italy,Europe
C01072,Wei Thompson,Consumer,India,Asia Pacific
C01073,Ethan Williams,Consumer,Mexico,North America
C01074,Sarah Khan,Home Office,Italy,Europe
C01075,Ali Patel,Consumer,Saudi Arabia,Middle East & Africa
C01076,Noah Dubois,Consumer,Mexico,North America
C01077,Ivan Müller,Consumer,France,Europe
C01078,Jessica Williams,Consumer,United States,North America
C01079,Clara Schmidt,Corporate,Brazil,South America
C01080,Pierre Patel,Consumer,Germany,Europe
C01081,Olivia Garcia,Home Office,United States,North America
C01082,David Suzuki,Consumer,UAE,Middle East & Africa
C01083,Christopher Müller,Consumer,Mexico,North America
C01084,William Robinson,Consumer,Canada,North America
C01085,Omar Weber,Home Office,Brazil,South America
C01086,Linda Fischer,Consumer,United States,North America
C01087,Ivan Thomas,Home Office,Colombia,South America
C01088,Maria Costa,Consumer,Japan,Asia Pacific
C01089,Layla Johansson,Consumer,United Kingdom,Europe
C01090,Richard Tanaka,Corporate,India,Asia Pacific
C01091,Joseph Romano,Consumer,Brazil,South America
C01092,Liam Nilsson,Home Office,United Kingdom,Europe
C01093,Elizabeth Chen,Home Office,Canada,North America
C01094,Omar Costa,Corporate,Mexico,North America
C01095,Linda Santos,Corporate,United Kingdom,Europe
C01096,Ingrid White,Consumer,Australia,Asia Pacific
C01097,Amir Moreau,Home Office,India,Asia Pacific
C01098,Isabella Ferrari,Corporate,Germany,Europe
C01099,Xiao Martin,Home Office,Mexico,North America
C01100,Oscar Williams,Corporate,United States,North America
C01101,Ayumi Thomas,Consumer,South Africa,Middle East & Africa
C01102,Jamal Pereira,Consumer,United States,North America
C01103,William Romano,Consumer,Canada,North America
C01104,Zara Harris,Corporate,Canada,North America
C01105,Pierre Smith,Consumer,Spain,Europe
C01106,Zara Clark,Consumer,Brazil,South America
C01107,Carlos Yamamoto,Consumer,Mexico,North America
C01108,Yuki Pereira,Corporate,Canada,North America
C01109,Isabella Johansson,Corporate,South Africa,Middle East & Africa
C01110,Carlos Ferrari,Home Office,Mexico,North America
C01111,Diego Miller,Consumer,Italy,Europe
C01112,Robert Garcia,Consumer,Germany,Europe
C01113,Sakura Garcia,Home Office,Spain,Europe
C01114,Amina Taylor,Consumer,India,Asia Pacific
C01115,James Ferrari,Consumer,Canada,North America
C01116,Maria Thomas,Corporate,China,Asia Pacific
C01117,Mia Ali,Corporate,Colombia,South America
C01118,Omar Dubois,Home Office,Australia,Asia Pacific
C01119,Sarah Miller,Corporate,Colombia,South America
C01120,Sarah Patel,Consumer,Japan,Asia Pacific
C01121,Wei Patel,Corporate,Colombia,South America
C01122,Mia Chen,Consumer,Spain,Europe
C01123,Isabella Jones,Corporate,Spain,Europe
C01124,Pierre Jones,Corporate,United Kingdom,Europe
C01125,Karen Ali,Consumer,India,Asia Pacific
C01126,Amir Anderson,Corporate,United Kingdom,Europe
C01127,Jennifer Yamamoto,Consumer,France,Europe
C01128,Olivia Jones,Consumer,United Kingdom,Europe
C01129,Mia Santos,Consumer,Japan,Asia Pacific
C01130,Carlos Patel,Corporate,UAE,Middle East & Africa
C01131,Olivia Johnson,Corporate,Brazil,South America
C01132,Robert Leroy,Home Office,France,Europe
C01133,Michael Tanaka,Consumer,Colombia,South America
C01134,Thomas Chen,Home Office,Mexico,North America
C01135,Lucas Nilsson,Consumer,United Kingdom,Europe
C01136,Omar Dubois,Home Office,Spain,Europe
C01137,Omar Thompson,Consumer,United Kingdom,Europe
C01138,Raj Thompson,Home Office,China,Asia Pacific
C01139,Hanna Sato,Consumer,United States,North America
C01140,Diego Johansson,Consumer,UAE,Middle East & Africa
C01141,Layla Romano,Corporate,China,Asia Pacific
C01142,Ivan Williams,Corporate,India,Asia Pacific
C01143,Sakura Thomas,Consumer,United States,North America
C01144,Nadia Taylor,Corporate,South Africa,Middle East & Africa
C01145,John Suzuki,Home Office,Canada,North America
C01146,Oscar Martinez,Corporate,Colombia,South America
C01147,Emma Müller,Consumer,Italy,Europe
C01148,Mia Costa,Consumer,Germany,Europe
C01149,Zara Thomas,Consumer,United States,North America
C01150,Giulia Yamamoto,Consumer,Australia,Asia Pacific
C01151,Hans Miller,Consumer,Italy,Europe
C01152,Liam Schmidt,Consumer,Australia,Asia Pacific
C01153,Olivia Sharma,Consumer,Mexico,North America
C01154,John Wang,Home Office,Australia,Asia Pacific
C01155,Mia Jones,Home Office,France,Europe
C01156,Layla Patel,Consumer,Mexico,North America
C01157,Linda Weber,Corporate,Japan,Asia Pacific
C01158,Yuki Sharma,Corporate,Mexico,North America
C01159,Maria Yamamoto,Consumer,China,Asia Pacific
C01160,Omar Jackson,Home Office,Canada,North America
C01161,Michael Ferrari,Consumer,Italy,Europe
C01162,Nadia Wang,Consumer,Spain,Europe
C01163,Nadia Martinez,Corporate,Mexico,North America
C01164,Raj Schmidt,Consumer,China,Asia Pacific
C01165,Li Miller,Consumer,United Kingdom,Europe
C01166,Richard Santos,Consumer,India,Asia Pacific
C01167,Jessica Taylor,Consumer,UAE,Middle East & Africa
C01168,Wei Li,Consumer,China,Asia Pacific
C01169,Patricia Santos,Home Office,China,Asia Pacific
C01170,Linda Rodriguez,Corporate,Mexico,North America
C01171,Wei Khan,Consumer,Mexico,North America
C01172,Kenji Jones,Corporate,Canada,North America
C01173,Isabella Schmidt,Consumer,Argentina,South America
C01174,Maria Johnson,Corporate,United States,North America
C01175,Sophie Johansson,Corporate,Saudi Arabia,Middle East & Africa
C01176,Li Müller,Corporate,Japan,Asia Pacific
C01177,Lucas Park,Consumer,Saudi Arabia,Middle East & Africa
C01178,Ivan Romano,Consumer,China,Asia Pacific
C01179,Thomas Johnson,Corporate,United States,North America
C01180,Zara Hassan,Consumer,United States,North America
C01181,Thomas Jackson,Home Office,South Africa,Middle East & Africa
C01182,Ingrid Martinez,Home Office,Canada,North America
C01183,Elizabeth Patel,Consumer,Argentina,South America
C01184,Susan Patel,Corporate,Italy,Europe
C01185,Hanna Thomas,Corporate,Germany,Europe
C01186,Richard Jackson,Home Office,United Kingdom,Europe
C01187,Olivia Nilsson,Home Office,Australia,Asia Pacific
C01188,Giulia Li,Consumer,South Africa,Middle East & Africa
C01189,Fatima Williams,Corporate,Italy,Europe
C01190,Amina Harris,Consumer,United States,North America
C01191,David Rodriguez,Consumer,South Korea,Asia Pacific
C01192,Hanna Weber,Corporate,China,Asia Pacific
C01193,William Ferrari,Corporate,United Kingdom,Europe
C01194,Ava Miller,Consumer,China,Asia Pacific
C01195,Giulia Brown,Consumer,Spain,Europe
C01196,Marco Rodriguez,Consumer,Australia,Asia Pacific
C01197,Li Rossi,Corporate,Brazil,South America
C01198,Omar Thomas,Consumer,Italy,Europe
C01199,Barbara Miller,Consumer,China,Asia Pacific
C01200,Mary White,Consumer,United States,North America
C01201,Raj Sato,Corporate,Brazil,South America
C01202,Layla Garcia,Corporate,United States,North America
C01203,David Schmidt,Consumer,Germany,Europe
C01204,Priya Sato,Consumer,Spain,Europe
C01205,Carlos Davis,Home Office,Australia,Asia Pacific
C01206,Fatima Singh,Corporate,UAE,Middle East & Africa
C01207,Barbara Moreau,Home Office,South Africa,Middle East & Africa
C01208,Christopher Fischer,Consumer,United Kingdom,Europe
C01209,James Harris,Consumer,India,Asia Pacific
C01210,Layla Garcia,Consumer,France,Europe
C01211,Ingrid Sato,Consumer,Canada,North America
C01212,Zara Fischer,Consumer,India,Asia Pacific
C01213,Sakura Ahmed,Corporate,United Kingdom,Europe
C01214,Elizabeth Johnson,Home Office,Canada,North America
C01215,Ethan Sato,Consumer,China,Asia Pacific
C01216,Elizabeth Wang,Corporate,United States,North America
C01217,Mia Laurent,Corporate,Germany,Europe
C01218,Linda Thompson,Consumer,France,Europe
C01219,Fatima Zhang,Consumer,United States,North America
C01220,Mary Fischer,Consumer,Colombia,South America
C01221,Hanna Sharma,Home Office,China,Asia Pacific
C01222,Ayumi Laurent,Consumer,Argentina,South America
C01223,Noah Ferrari,Consumer,Canada,North America
C01224,Thomas Costa,Consumer,Italy,Europe
C01225,Wei Wang,Consumer,Japan,Asia Pacific
C01226,Ali Hassan,Home Office,Mexico,North America
C01227,Layla Williams,Corporate,Japan,Asia Pacific
C01228,Wei Moreau,Consumer,Germany,Europe
C01229,Hans Miller,Home Office,United States,North America
C01230,Omar Yamamoto,Home Office,France,Europe
C01231,Nadia Dubois,Consumer,United States,North America
C01232,Felix Romano,Corporate,Mexico,North America
C01233,Zara Williams,Consumer,Japan,Asia Pacific
C01234,Joseph Ali,Consumer,France,Europe
C01235,Ahmed Tanaka,Corporate,United States,North America
C01236,Ivan Robinson,Consumer,France,Europe
C01237,Christopher Miller,Consumer,Australia,Asia Pacific
C01238,Pierre Hassan,Home Office,United States,North America
C01239,Sophie Kim,Consumer,Australia,Asia Pacific
C01240,Ayumi Robinson,Corporate,United States,North America
C01241,Amir Johansson,Consumer,Australia,Asia Pacific
C01242,Li Miller,Consumer,France,Europe
C01243,Lucas Müller,Consumer,China,Asia Pacific
C01244,Clara Miller,Corporate,South Africa,Middle East & Africa
C01245,James Oliveira,Corporate,United States,North America
C01246,Sophie Pereira,Home Office,Spain,Europe
C01247,Oscar Zhang,Consumer,United Kingdom,Europe
C01248,Priya Smith,Consumer,Italy,Europe
C01249,Carlos Sharma,Corporate,Mexico,North America
C01250,Ava Fischer,Consumer,Mexico,North America
C01251,Ivan Martin,Consumer,Italy,Europe
C01252,Jennifer Romano,Consumer,Canada,North America
C01253,Jessica Müller,Consumer,Australia,Asia Pacific
C01254,Raj Johnson,Consumer,India,Asia Pacific
C01255,Olivia Zhang,Home Office,Mexico,North America
C01256,Ava Rodriguez,Corporate,France,Europe
C01257,James Ali,Home Office,United States,North America
C01258,Liam Patel,Home Office,Argentina,South America
C01259,Oscar Anderson,Corporate,United Kingdom,Europe
C01260,Ethan Moreau,Consumer,Spain,Europe
C01261,Maria Suzuki,Corporate,Mexico,North America
C01262,Sakura Thomas,Corporate,United States,North America
C01263,Jessica Moreau,Corporate,United Kingdom,Europe
C01264,Linda Smith,Consumer,Mexico,North America
C01265,Sarah Santos,Consumer,Colombia,South America
C01266,James Johansson,Corporate,Germany,Europe
C01267,Pierre Weber,Consumer,United Kingdom,Europe
C01268,Yuki Thomas,Corporate,Brazil,South America
C01269,Nadia Harris,Home Office,Mexico,North America
C01270,Clara Garcia,Consumer,Japan,Asia Pacific
C01271,Lucas Sato,Corporate,Canada,North America
C01272,Ingrid Yamamoto,Corporate,Japan,Asia Pacific
C01273,Xiao Robinson,Corporate,Canada,North America
C01274,Wei Ali,Corporate,France,Europe
C01275,Jamal Wang,Consumer,United States,North America
C01276,Ivan Moreau,Consumer,Canada,North America
C01277,Sarah Johansson,Home Office,South Korea,Asia Pacific
C01278,Maria Yamamoto,Consumer,Canada,North America
C01279,Linda Harris,Consumer,UAE,Middle East & Africa
C01280,Ivan Park,Consumer,China,Asia Pacific
C01281,Elizabeth Leroy,Corporate,France,Europe
C01282,Jennifer Zhang,Consumer,Australia,Asia Pacific
C01283,Nadia Santos,Consumer,South Korea,Asia Pacific
C01284,Mia Li,Corporate,Mexico,North America
C01285,Ethan Johnson,Consumer,South Africa,Middle East & Africa
C01286,Ahmed Ali,Consumer,Mexico,North America
C01287,Ahmed Thomas,Corporate,Colombia,South America
C01288,Ahmed Johnson,Corporate,Italy,Europe
C01289,Thomas Thompson,Consumer,United States,North America
C01290,Barbara Johnson,Corporate,China,Asia Pacific
C01291,Isabella White,Corporate,India,Asia Pacific
C01292,Jessica Nilsson,Home Office,Brazil,South America
C01293,Zara Weber,Consumer,Japan,Asia Pacific
C01294,Ivan Ali,Home Office,United States,North America
C01295,Ava Rossi,Consumer,Italy,Europe
C01296,Ayumi Taylor,Home Office,Spain,Europe
C01297,Ahmed Sharma,Consumer,China,Asia Pacific
C01298,Clara Müller,Consumer,Mexico,North America
C01299,Clara Ali,Consumer,Canada,North America
C01300,Sarah Davis,Consumer,South Africa,Middle East & Africa
C01301,Ingrid Santos,Consumer,France,Europe
C01302,Patricia Costa,Home Office,United Kingdom,Europe
C01303,Liam Russo,Consumer,Germany,Europe
C01304,Karen Romano,Consumer,Canada,North America
C01305,Richard Park,Consumer,Nigeria,Middle East & Africa
C01306,Mary Clark,Consumer,United States,North America
C01307,Jamal Chen,Corporate,Saudi Arabia,Middle East & Africa
C01308,Nadia Robinson,Home Office,China,Asia Pacific
C01309,Giulia Johansson,Consumer,Japan,Asia Pacific
C01310,Pierre Ahmed,Corporate,United Kingdom,Europe
C01311,Zara Davis,Home Office,UAE,Middle East & Africa
C01312,Liam Taylor,Corporate,South Korea,Asia Pacific
C01313,Yuki Costa,Consumer,South Africa,Middle East & Africa
C01314,Jamal Taylor,Consumer,Canada,North America
C01315,Layla Ahmed,Home Office,Japan,Asia Pacific
C01316,Ivan Jones,Consumer,Mexico,North America
C01317,Jessica Anderson,Corporate,Canada,North America
C01318,David Rossi,Consumer,Nigeria,Middle East & Africa
C01319,Thomas Thomas,Home Office,Mexico,North America
C01320,Oscar Nilsson,Consumer,France,Europe
C01321,Nadia Oliveira,Consumer,Mexico,North America
C01322,Oscar Schmidt,Corporate,Japan,Asia Pacific
C01323,Richard Jackson,Consumer,United States,North America
C01324,James Johansson,Home Office,Mexico,North America
C01325,Sakura Costa,Consumer,United States,North America
C01326,Richard Rossi,Consumer,Brazil,South America
C01327,Liam Davis,Consumer,Italy,Europe
C01328,Jamal Kim,Consumer,Canada,North America
C01329,Sophie Ahmed,Corporate,United Kingdom,Europe
C01330,Christopher Jackson,Consumer,Japan,Asia Pacific
C01331,Diego Kim,Consumer,United Kingdom,Europe
C01332,Barbara Khan,Consumer,United States,North America
C01333,Priya Ferrari,Consumer,Canada,North America
C01334,Emma Müller,Corporate,Germany,Europe
C01335,Clara Laurent,Corporate,United States,North America
C01336,Liam Rodriguez,Consumer,Nigeria,Middle East & Africa
C01337,Marco Kim,Home Office,Argentina,South America
C01338,Robert Rodriguez,Consumer,Japan,Asia Pacific
C01339,Michael Nilsson,Corporate,Argentina,South America
C01340,Ali Leroy,Consumer,South Korea,Asia Pacific
C01341,Amir Rodriguez,Consumer,Saudi Arabia,Middle East & Africa
C01342,Karen Santos,Consumer,United Kingdom,Europe
C01343,Patricia Ferrari,Consumer,Germany,Europe
C01344,Robert Harris,Home Office,China,Asia Pacific
C01345,Hanna Weber,Consumer,Canada,North America
C01346,Mary Khan,Home Office,United States,North America
C01347,Christopher Martinez,Consumer,India,Asia Pacific
C01348,Giulia Rodriguez,Home Office,Saudi Arabia,Middle East & Africa
C01349,Barbara Sharma,Corporate,Canada,North America
C01350,Thomas Laurent,Consumer,China,Asia Pacific
C01351,Michael Davis,Home Office,Mexico,North America
C01352,Isabella Tanaka,Consumer,Germany,Europe
C01353,Barbara Singh,Consumer,United States,North America
C01354,Raj Garcia,Consumer,Argentina,South America
C01355,Kenji Martin,Consumer,Italy,Europe
C01356,Isabella Davis,Consumer,France,Europe
C01357,Mary Patel,Consumer,Spain,Europe
C01358,Christopher Clark,Corporate,Colombia,South America
C01359,Mia Weber,Consumer,Italy,Europe
C01360,Marco Davis,Consumer,Australia,Asia Pacific
C01361,Maria Moreau,Consumer,Germany,Europe
C01362,James Patel,Corporate,Mexico,North America
C01363,Priya Singh,Consumer,Italy,Europe
C01364,Ayumi Smith,Consumer,China,Asia Pacific
C01365,Emma Clark,Consumer,Mexico,North America
C01366,Li Harris,Consumer,India,Asia Pacific
C01367,Noah Suzuki,Consumer,Japan,Asia Pacific
C01368,Omar Yamamoto,Consumer,Nigeria,Middle East & Africa
C01369,Robert Wang,Home Office,Canada,North America
C01370,Ayumi Pereira,Consumer,Canada,North America
C01371,Chen Rossi,Corporate,Canada,North America
C01372,Ahmed Dubois,Consumer,Mexico,North America
C01373,Robert Chen,Consumer,Canada,North America
C01374,Kenji Smith,Consumer,Germany,Europe
C01375,Jessica Moreau,Consumer,United States,North America
C01376,Patricia Park,Corporate,Mexico,North America
C01377,James Ahmed,Home Office,Canada,North America
C01378,Oscar Martinez,Corporate,Japan,Asia Pacific
C01379,Li Suzuki,Consumer,Italy,Europe
C01380,Jessica Schmidt,Consumer,India,Asia Pacific
C01381,Isabella Jackson,Corporate,Japan,Asia Pacific
C01382,Thomas Tanaka,Consumer,India,Asia Pacific
C01383,Mary Miller,Home Office,France,Europe
C01384,Sakura Harris,Consumer,Germany,Europe
C01385,Richard Dubois,Home Office,Mexico,North America
C01386,Raj Yamamoto,Consumer,South Korea,Asia Pacific
C01387,Ethan Li,Consumer,China,Asia Pacific
C01388,Amir Taylor,Consumer,France,Europe
C01389,Clara Costa,Corporate,Germany,Europe
C01390,Elizabeth Schmidt,Consumer,China,Asia Pacific
C01391,Raj Martinez,Consumer,Brazil,South America
C01392,Ahmed Smith,Consumer,Mexico,North America
C01393,Karen Suzuki,Home Office,Japan,Asia Pacific
C01394,Jamal Singh,Home Office,Colombia,South America
C01395,Ayumi Clark,Home Office,United States,North America
C01396,Lucas Yamamoto,Consumer,South Africa,Middle East & Africa
C01397,Olga Taylor,Home Office,United States,North America
C01398,Emma Dubois,Consumer,France,Europe
C01399,Ingrid Williams,Corporate,France,Europe
C01400,Jennifer Thomas,Consumer,Brazil,South America
C01401,Joseph Weber,Consumer,Canada,North America
C01402,Hanna Williams,Corporate,Mexico,North America
C01403,Olivia Zhang,Consumer,Mexico,North America
C01404,Chen Romano,Consumer,South Korea,Asia Pacific
C01405,Michael Leroy,Home Office,United States,North America
C01406,Kenji Johansson,Consumer,Italy,Europe
C01407,Robert Patel,Corporate,South Korea,Asia Pacific
C01408,Jessica Park,Home Office,Spain,Europe
C01409,Maria Müller,Corporate,United States,North America
C01410,Hans Müller,Consumer,Nigeria,Middle East & Africa
C01411,John Rodriguez,Consumer,Argentina,South America
C01412,Susan White,Home Office,Brazil,South America
C01413,Ivan Leroy,Home Office,Mexico,North America
C01414,Sarah Sharma,Home Office,Mexico,North America
C01415,Giulia Singh,Consumer,United States,North America
C01416,Giulia Taylor,Consumer,Germany,Europe
C01417,Xiao Weber,Home Office,United Kingdom,Europe
C01418,Jennifer Harris,Home Office,Italy,Europe
C01419,Pierre Leroy,Home Office,Mexico,North America
C01420,Mia Anderson,Consumer,France,Europe
C01421,Richard Ali,Consumer,Japan,Asia Pacific
C01422,Richard Zhang,Corporate,Saudi Arabia,Middle East & Africa
C01423,Ali Taylor,Consumer,Mexico,North America
C01424,Olivia White,Consumer,India,Asia Pacific
C01425,Ahmed Zhang,Corporate,United States,North America
C01426,Layla Johansson,Corporate,Nigeria,Middle East & Africa
C01427,Patricia Wang,Corporate,Germany,Europe
C01428,Sakura Zhang,Consumer,Spain,Europe
C01429,Carlos Jones,Home Office,Mexico,North America
C01430,John Martin,Home Office,Germany,Europe
C01431,Emma Anderson,Home Office,Mexico,North America
C01432,Hans Ali,Corporate,Italy,Europe
C01433,Thomas Clark,Consumer,Germany,Europe
C01434,Olivia Kim,Consumer,South Africa,Middle East & Africa
C01435,Oscar Thompson,Consumer,South Korea,Asia Pacific
C01436,Hans Patel,Consumer,Canada,North America
C01437,Mary Chen,Home Office,United States,North America
C01438,Sophie Jackson,Consumer,Australia,Asia Pacific
C01439,Lucas Tanaka,Home Office,Saudi Arabia,Middle East & Africa
C01440,Raj Harris,Consumer,Mexico,North America
C01441,Giulia White,Consumer,Australia,Asia Pacific
C01442,Fatima Müller,Corporate,Italy,Europe
C01443,Sakura Chen,Corporate,India,Asia Pacific
C01444,Ahmed Jackson,Corporate,South Africa,Middle East & Africa
C01445,Omar Schmidt,Corporate,Canada,North America
C01446,Sarah Brown,Consumer,Canada,North America
C01447,Isabella Thompson,Consumer,Japan,Asia Pacific
C01448,Clara Garcia,Consumer,Canada,North America
C01449,Olga Wang,Corporate,France,Europe
C01450,Carlos Ali,Consumer,South Korea,Asia Pacific
C01451,Kenji Martin,Home Office,Colombia,South America
C01452,Diego Rossi,Corporate,Canada,North America
C01453,Wei Moreau,Corporate,India,Asia Pacific
C01454,Elizabeth Williams,Consumer,Canada,North America
C01455,David Johansson,Corporate,Spain,Europe
C01456,Emma Romano,Home Office,Spain,Europe
C01457,Omar Thomas,Consumer,Japan,Asia Pacific
C01458,Giulia Smith,Corporate,Canada,North America
C01459,Xiao Rodriguez,Corporate,Germany,Europe
C01460,Raj Harris,Consumer,United States,North America
C01461,Emma Chen,Consumer,China,Asia Pacific
C01462,Priya Romano,Home Office,Italy,Europe
C01463,Ali Müller,Consumer,South Korea,Asia Pacific
C01464,Diego Weber,Home Office,Germany,Europe
C01465,William Wang,Home Office,Nigeria,Middle East & Africa
C01466,Priya Patel,Home Office,Brazil,South America
C01467,David Park,Consumer,Nigeria,Middle East & Africa
C01468,James Miller,Home Office,Canada,North America
C01469,Olga Ali,Consumer,Saudi Arabia,Middle East & Africa
C01470,Olga Russo,Consumer,Italy,Europe
C01471,Amina Khan,Corporate,Japan,Asia Pacific
C01472,Ingrid Clark,Corporate,Canada,North America
C01473,Hans Zhang,Home Office,Spain,Europe
C01474,Jennifer Leroy,Corporate,Japan,Asia Pacific
C01475,Ahmed Hassan,Corporate,Mexico,North America
C01476,Joseph Garcia,Consumer,China,Asia Pacific
C01477,Sarah Smith,Home Office,Brazil,South America
C01478,Sophie Jones,Consumer,Spain,Europe
C01479,Amir Ali,Consumer,Italy,Europe
C01480,Richard Yamamoto,Corporate,Argentina,South America
C01481,Richard Weber,Consumer,Canada,North America
C01482,Hans Sharma,Consumer,South Africa,Middle East & Africa
C01483,Wei Müller,Corporate,UAE,Middle East & Africa
C01484,Mary Weber,Consumer,Nigeria,Middle East & Africa
C01485,Layla Jackson,Home Office,India,Asia Pacific
C01486,Olivia Anderson,Consumer,Mexico,North America
C01487,Noah Moreau,Home Office,India,Asia Pacific
C01488,Hanna Li,Consumer,China,Asia Pacific
C01489,Wei Anderson,Consumer,Australia,Asia Pacific
C01490,Wei Li,Corporate,Brazil,South America
C01491,Layla Leroy,Corporate,Saudi Arabia,Middle East & Africa
C01492,Hans Kumar,Consumer,Brazil,South America
C01493,Priya Sharma,Corporate,United States,North America
C01494,Pierre Garcia,Home Office,United States,North America
C01495,Amina Singh,Consumer,Mexico,North America
C01496,David Chen,Corporate,Argentina,South America
C01497,Xiao White,Corporate,Germany,Europe
C01498,Pierre Pereira,Consumer,China,Asia Pacific
C01499,Liam Clark,Consumer,Nigeria,Middle East & Africa
C01500,Giulia Miller,Consumer,Australia,Asia Pacific
C01501,Ingrid Robinson,Home Office,Argentina,South America
C01502,Michael Tanaka,Consumer,Germany,Europe
C01503,Lucas Costa,Consumer,United States,North America
C01504,Chen Santos,Corporate,Japan,Asia Pacific
C01505,Sophie Johnson,Home Office,Italy,Europe
C01506,Christopher Tanaka,Home Office,South Africa,Middle East & Africa
C01507,Sophie Rossi,Corporate,Mexico,North America
C01508,Raj Pereira,Consumer,Mexico,North America
C01509,Karen Hassan,Home Office,France,Europe
C01510,Jennifer Harris,Corporate,Colombia,South America
C01511,Hanna Rodriguez,Consumer,United Kingdom,Europe
C01512,Christopher Harris,Corporate,Germany,Europe
C01513,John Pereira,Consumer,United States,North America
C01514,Layla Ferrari,Corporate,South Korea,Asia Pacific
C01515,Mia Johansson,Consumer,Japan,Asia Pacific
C01516,Emma Wang,Consumer,Italy,Europe
C01517,Omar Patel,Home Office,France,Europe
C01518,Hans Costa,Consumer,UAE,Middle East & Africa
C01519,Jessica Brown,Home Office,United States,North America
C01520,Ayumi Harris,Consumer,Canada,North America
C01521,Joseph Thompson,Consumer,Colombia,South America
C01522,Xiao Sharma,Consumer,Argentina,South America
C01523,Christopher Jones,Consumer,Canada,North America
C01524,Sarah Leroy,Corporate,United States,North America
C01525,Robert Davis,Consumer,South Korea,Asia Pacific
C01526,Sarah Tanaka,Consumer,South Korea,Asia Pacific
C01527,Isabella Nilsson,Corporate,Germany,Europe
C01528,Fatima Yamamoto,Consumer,Brazil,South America
C01529,Joseph Schmidt,Home Office,India,Asia Pacific
C01530,Richard Williams,Consumer,China,Asia Pacific
C01531,Patricia Leroy,Consumer,South Korea,Asia Pacific
C01532,Nadia Rodriguez,Consumer,Mexico,North America
C01533,Zara Miller,Consumer,Argentina,South America
C01534,Oscar Ali,Corporate,Germany,Europe
C01535,David Fischer,Consumer,Germany,Europe
C01536,Barbara White,Consumer,India,Asia Pacific
C01537,Susan Garcia,Corporate,Argentina,South America
C01538,Sakura Davis,Consumer,Canada,North America
C01539,Thomas Costa,Corporate,Canada,North America
C01540,Oscar Martin,Consumer,Spain,Europe
C01541,Susan Leroy,Consumer,Japan,Asia Pacific
C01542,David Smith,Corporate,United States,North America
C01543,Thomas Zhang,Home Office,Japan,Asia Pacific
C01544,Pierre Fischer,Consumer,Germany,Europe
C01545,Ingrid Davis,Corporate,Colombia,South America
C01546,Fatima Davis,Consumer,Saudi Arabia,Middle East & Africa
C01547,Lucas Brown,Consumer,South Africa,Middle East & Africa
C01548,Jamal Hassan,Consumer,Australia,Asia Pacific
C01549,Jamal Pereira,Corporate,Japan,Asia Pacific
C01550,Olga Kim,Corporate,Argentina,South America
C01551,Hans Khan,Consumer,Mexico,North America
C01552,Oscar Miller,Home Office,South Africa,Middle East & Africa
C01553,Barbara Weber,Corporate,Nigeria,Middle East & Africa
C01554,Ivan Sharma,Corporate,Mexico,North America
C01555,Christopher Ahmed,Corporate,United States,North America
C01556,Hanna Nilsson,Consumer,Mexico,North America
C01557,William Zhang,Consumer,Brazil,South America
C01558,Liam White,Corporate,United States,North America
C01559,Kenji Yamamoto,Consumer,Japan,Asia Pacific
C01560,Ingrid Clark,Consumer,United States,North America
C01561,Emma Martin,Corporate,Italy,Europe
C01562,Michael Miller,Corporate,South Africa,Middle East & Africa
C01563,Olivia Clark,Corporate,UAE,Middle East & Africa
C01564,Noah Nilsson,Consumer,United States,North America
C01565,William Khan,Corporate,Spain,Europe
C01566,Ingrid Romano,Consumer,France,Europe
C01567,Priya Brown,Corporate,China,Asia Pacific
C01568,Barbara Fischer,Corporate,India,Asia Pacific
C01569,Patricia Kim,Home Office,United Kingdom,Europe
C01570,Ayumi Zhang,Consumer,South Korea,Asia Pacific
C01571,Patricia Zhang,Corporate,Mexico,North America
C01572,Ava Oliveira,Consumer,Germany,Europe
C01573,Michael Yamamoto,Corporate,China,Asia Pacific
C01574,Ava Yamamoto,Consumer,Canada,North America
C01575,Layla Chen,Corporate,Germany,Europe
C01576,Thomas Weber,Home Office,South Africa,Middle East & Africa
C01577,Wei Harris,Corporate,South Korea,Asia Pacific
C01578,Linda Wang,Consumer,France,Europe
C01579,Maria Yamamoto,Consumer,South Korea,Asia Pacific
C01580,Lucas Kim,Consumer,United States,North America
C01581,Amina Tanaka,Consumer,Mexico,North America
